prod_id,order_quantity,time
8688,145,2021/02/16 12:28
9062,101,2021/02/16 13:57
8184,30,2021/02/16 14:31
7679,46,2021/02/16 15:58
4369,120,2021/02/16 17:31
8452,120,2021/02/16 18:43
7029,90,2021/02/16 18:47
2798,91,2021/02/16 19:08
6259,120,2021/02/16 19:17
3934,158,2021/02/16 21:15
5113,120,2021/02/16 21:34
7905,20,2021/02/16 22:53
8903,35,2021/02/17 0:26
3716,1,2021/02/17 1:05
9835,177,2021/02/17 1:10
9565,42,2021/02/17 2:05
8741,28,2021/02/17 2:34
6571,185,2021/02/17 3:02
5288,128,2021/02/17 4:38
3663,46,2021/02/17 6:35
2071,104,2021/02/17 7:08
5858,42,2021/02/17 8:05
9918,158,2021/02/17 8:46
3306,31,2021/02/17 9:57
5024,67,2021/02/17 10:47
1197,62,2021/02/17 11:58
2801,39,2021/02/17 13:43
4692,138,2021/02/17 15:00
2891,169,2021/02/17 16:49
1280,172,2021/02/17 17:07
7050,47,2021/02/17 18:25
9937,63,2021/02/17 18:30
3336,38,2021/02/17 20:22
9764,87,2021/02/17 21:30
5702,31,2021/02/17 21:31
6670,194,2021/02/17 21:38
6125,16,2021/02/17 23:34
4295,32,2021/02/17 23:52
8224,61,2021/02/18 1:48
8203,71,2021/02/18 2:10
9023,100,2021/02/18 3:52
6346,122,2021/02/15 5:37
2174,103,2021/02/15 5:43
3539,99,2021/02/15 6:57
1240,17,2021/02/15 8:02
1226,122,2021/02/15 9:53
3380,65,2021/02/15 11:23
1287,127,2021/02/15 12:33
2454,24,2021/02/15 12:54
1617,136,2021/02/15 14:43
6734,52,2021/02/15 16:08
1516,106,2021/02/15 16:55
7404,135,2021/02/15 17:19
8080,85,2021/02/15 17:27
1771,144,2021/02/15 17:38
1062,80,2021/02/15 17:45
5856,35,2021/02/15 18:31
3562,27,2021/02/15 19:13
3716,35,2021/02/15 19:39
5589,41,2021/02/15 20:18
2511,192,2021/02/15 21:00
6118,90,2021/02/15 21:46
9094,121,2021/02/15 22:04
4678,47,2021/02/15 22:26
7721,70,2021/02/15 22:57
7899,113,2021/02/16 0:27
1639,37,2021/02/16 2:13
6150,14,2021/02/16 3:10
7013,54,2021/02/16 4:36
3458,152,2021/02/16 5:53
4706,115,2021/02/16 6:08
3149,28,2021/02/16 6:32
3685,129,2021/02/16 7:29
3550,163,2021/04/14 14:21
3767,113,2021/04/14 14:24
2330,44,2021/04/14 14:27
1043,159,2021/04/14 15:53
9621,124,2021/04/14 17:18
5404,176,2021/04/14 18:35
1585,174,2021/04/14 20:01
3978,130,2021/04/14 20:39
9699,34,2021/04/14 20:53
8826,51,2021/04/14 21:42
1184,82,2021/04/14 23:25
9122,17,2021/04/15 0:11
4330,98,2021/04/15 1:36
1099,114,2021/04/15 1:58
8977,99,2021/04/15 2:56
4321,42,2021/04/15 3:44
1264,152,2021/04/15 3:56
1154,9,2021/04/15 4:01
6815,98,2021/04/15 5:04
6815,65,2021/04/15 5:12
6710,92,2021/04/15 6:20
7497,156,2021/04/15 6:49
2054,12,2021/04/15 7:04
9527,136,2021/04/15 7:21
1991,118,2021/04/15 8:26
5344,139,2021/04/15 8:33
1105,36,2021/04/15 10:22
3612,176,2021/04/15 10:34
7425,97,2021/04/15 11:55
6646,145,2021/04/15 12:12
1016,88,2021/04/15 12:13
9392,80,2021/04/15 13:33
9715,28,2021/04/15 14:58
5855,77,2021/04/15 14:59
9529,128,2021/04/15 16:54
4598,30,2021/04/15 18:37
3999,142,2021/04/15 20:12
4329,32,2021/04/15 20:29
2246,46,2021/04/15 22:22
1267,167,2021/04/15 23:09
9507,58,2021/04/15 23:59
6358,86,2021/04/16 0:13
3347,35,2021/04/16 0:58
9528,139,2021/04/16 1:35
2436,64,2021/04/16 3:03
5867,145,2021/04/16 4:12
4620,146,2021/04/16 5:36
6388,72,2021/04/16 5:51
6409,52,2021/04/16 6:15
6842,55,2021/04/16 7:38
9344,41,2021/04/16 8:51
9185,195,2021/04/16 9:03
1774,84,2021/04/16 10:43
1659,180,2021/04/16 11:35
1325,138,2021/04/16 13:08
2043,78,2021/04/16 14:41
6647,44,2021/04/16 15:52
5213,129,2021/04/16 16:00
4926,180,2021/04/16 16:50
7284,14,2021/04/16 17:58
4870,161,2021/04/16 18:38
4216,43,2021/04/16 20:11
1269,93,2021/04/16 20:28
2800,16,2021/04/16 20:54
6375,96,2021/04/16 21:04
9288,95,2021/04/16 22:48
2940,127,2021/04/17 0:25
8176,68,2021/04/17 2:21
5485,162,2021/04/17 3:20
6508,168,2021/04/17 5:11
9575,56,2021/04/17 6:00
7618,176,2021/04/17 6:11
1758,16,2021/04/17 7:57
1381,84,2021/04/17 9:18
7578,19,2021/04/17 10:39
6543,49,2021/04/17 11:55
3423,57,2021/04/17 13:15
5535,110,2021/04/17 15:00
8167,130,2021/04/17 15:22
5197,131,2021/04/17 16:16
5587,94,2021/04/17 17:19
2633,89,2021/04/17 18:48
6196,23,2021/04/17 19:24
9707,21,2021/04/17 20:04
8436,81,2021/04/17 21:43
1352,73,2021/04/17 22:01
5192,156,2021/04/17 23:23
5125,44,2021/04/18 0:11
5269,102,2021/04/18 1:24
6133,37,2021/04/18 2:53
7863,40,2021/04/18 3:05
5837,28,2021/04/18 3:36
5572,93,2021/04/18 5:05
4050,35,2021/04/18 5:43
4310,199,2021/04/18 6:16
6368,46,2021/05/17 0:57
7000,57,2021/05/17 2:38
4099,195,2021/05/17 3:59
2754,108,2021/05/17 5:17
1063,160,2021/05/17 6:01
7266,106,2021/05/17 6:48
1145,122,2021/05/17 8:14
8596,119,2021/05/17 8:49
9236,171,2021/05/17 10:20
7571,170,2021/05/17 10:51
2202,73,2021/05/17 12:28
1474,8,2021/05/17 13:20
9308,80,2021/05/17 14:17
4559,6,2021/05/17 14:17
5566,138,2021/05/17 16:03
9085,181,2021/05/17 17:52
5442,151,2021/05/17 19:14
6039,150,2021/05/17 20:01
3287,159,2021/05/17 21:45
5975,37,2021/05/17 22:27
8112,116,2021/05/18 0:20
6419,187,2021/05/07 6:58
2467,50,2021/05/07 8:38
6503,53,2021/05/07 9:01
9228,126,2021/05/07 9:31
2613,105,2021/05/07 9:46
2114,104,2021/05/07 9:48
2332,104,2021/05/07 11:36
9037,168,2021/05/07 12:50
2798,5,2021/05/07 13:28
6310,158,2021/05/07 14:20
3737,116,2021/05/07 16:03
3554,161,2021/05/07 17:49
6642,27,2021/05/07 18:17
6927,37,2021/05/07 19:44
1494,87,2021/05/07 20:50
9714,120,2021/05/07 21:32
8919,161,2021/05/07 23:04
5553,121,2021/05/08 0:29
3589,186,2021/05/08 1:37
3111,54,2021/05/08 2:15
2821,47,2021/05/08 2:37
8872,89,2021/05/08 3:54
9790,80,2021/05/08 5:27
4809,27,2021/05/08 5:36
1471,108,2021/05/08 6:01
3015,84,2021/05/08 6:37
7060,147,2021/05/08 8:00
2655,113,2021/05/08 8:34
7821,8,2021/05/08 9:52
2679,193,2021/05/08 10:28
4414,12,2021/05/08 12:18
2566,167,2021/05/08 13:48
9493,152,2021/05/08 14:36
6355,96,2021/05/08 15:11
8513,150,2021/05/08 16:41
9609,1,2021/05/08 16:46
5135,71,2021/05/08 18:08
8802,55,2021/05/08 18:54
9626,5,2021/05/08 20:03
2869,32,2021/05/08 21:56
1665,115,2021/05/08 23:35
4107,16,2021/05/09 0:59
1399,148,2021/05/09 2:04
2320,108,2021/05/09 2:30
1561,195,2021/05/09 2:51
5328,87,2021/05/09 3:16
1213,169,2021/05/09 4:50
6953,153,2021/05/09 4:57
3283,101,2021/05/09 6:10
4890,37,2021/05/09 7:06
8509,24,2021/05/09 8:25
3078,105,2021/05/09 9:10
7849,173,2021/09/09 3:34
3495,17,2021/09/09 4:05
6980,12,2021/09/09 5:48
4850,172,2021/09/09 7:27
7600,46,2021/09/09 8:01
9108,6,2021/09/09 9:52
6790,7,2021/09/09 11:31
8572,65,2021/09/09 11:44
8015,145,2021/09/09 13:05
8548,128,2021/09/09 13:34
1075,181,2021/09/09 15:19
7646,90,2021/09/09 15:34
4349,100,2021/09/09 16:44
5742,101,2021/09/09 18:34
5195,160,2021/09/09 19:05
9299,198,2021/09/09 21:01
9610,105,2021/09/09 22:07
3041,175,2021/09/09 23:04
4053,65,2021/09/09 23:07
3524,189,2021/09/10 0:50
7887,122,2021/09/10 1:08
5570,148,2021/09/10 2:53
2537,165,2021/09/10 3:32
7481,142,2021/09/10 5:17
3468,93,2021/09/10 6:52
9464,160,2021/09/10 8:16
1277,140,2021/09/10 8:49
9708,85,2021/09/10 9:01
8224,149,2021/09/10 10:13
7242,196,2021/09/10 11:46
5350,38,2021/09/10 12:58
6959,91,2021/09/10 13:01
5693,44,2021/09/10 14:42
5186,118,2021/09/10 16:16
9398,119,2021/09/10 16:40
4150,97,2021/09/10 17:50
3303,154,2021/09/10 18:30
5228,81,2021/09/10 19:38
9845,168,2021/09/10 20:07
3506,154,2021/09/10 20:50
7224,146,2021/09/10 21:57
8924,87,2021/09/10 23:31
6855,189,2021/09/11 0:48
9397,104,2021/09/11 0:56
1837,155,2021/09/11 2:32
5348,60,2021/09/11 3:11
8668,170,2021/09/11 4:43
3507,107,2021/09/11 5:34
9259,113,2021/09/11 7:00
9777,63,2021/09/11 8:36
6692,128,2021/09/11 9:40
3912,194,2021/09/11 9:59
3236,109,2021/09/11 11:26
9026,130,2021/09/11 11:35
6969,120,2021/09/11 11:59
2817,86,2021/09/11 13:00
8334,101,2021/09/11 13:41
9331,21,2021/09/11 14:19
1228,88,2021/03/25 18:20
2505,93,2021/03/25 18:50
5118,141,2021/03/25 19:35
9004,128,2021/03/25 20:43
4730,64,2021/03/25 21:37
6390,60,2021/03/25 22:53
3933,115,2021/03/26 0:14
4869,62,2021/03/26 2:03
7196,10,2021/03/26 4:00
7679,87,2021/03/26 5:03
9244,109,2021/03/26 6:49
3280,199,2021/03/26 6:50
7600,192,2021/03/26 8:14
1392,35,2021/03/26 9:45
9976,105,2021/03/26 10:29
8168,139,2021/03/26 12:07
9874,17,2021/03/26 12:23
1012,25,2021/03/26 13:47
4152,116,2021/03/26 14:46
9357,51,2021/03/26 15:20
9548,92,2021/03/26 16:46
5455,31,2021/03/26 18:29
4365,30,2021/03/26 20:21
5139,163,2021/03/26 20:35
3049,151,2021/03/26 21:53
3845,89,2021/03/26 23:30
9615,112,2021/03/27 0:51
7327,179,2021/03/27 1:43
4974,73,2021/03/27 2:55
8268,196,2021/03/27 3:00
6165,16,2021/03/27 4:35
8499,82,2021/03/27 5:51
2242,9,2021/03/27 6:56
1116,76,2021/03/27 7:01
8387,179,2021/03/27 7:58
8054,23,2021/03/27 8:55
4846,32,2021/03/27 9:39
2236,126,2021/03/27 10:34
1060,176,2021/03/27 12:26
3890,87,2021/03/27 12:30
5349,136,2021/03/27 13:47
3375,125,2021/03/27 14:58
6964,80,2021/03/27 15:32
6762,133,2021/03/27 15:53
1596,3,2021/03/27 17:14
3779,131,2021/03/27 18:43
7627,86,2021/03/27 19:53
3417,30,2021/03/27 21:48
4187,163,2021/03/27 22:01
7119,45,2021/03/27 22:12
5927,147,2021/03/27 23:06
5056,161,2021/03/27 23:59
2232,23,2021/03/28 1:09
4705,61,2021/03/28 1:49
6779,154,2021/03/28 2:08
1879,87,2021/03/28 3:53
8440,78,2021/03/28 4:36
1821,51,2021/03/28 4:47
7038,141,2021/03/28 6:00
1609,21,2021/03/28 7:37
1034,4,2021/03/28 8:58
7712,74,2021/03/28 9:06
1268,199,2021/03/28 10:25
5864,183,2021/03/28 10:42
9782,61,2021/03/28 11:30
6246,98,2021/03/28 11:31
1855,128,2021/10/02 15:39
9377,79,2021/10/02 17:26
4369,59,2021/10/02 18:37
7951,93,2021/10/02 20:33
1084,69,2021/10/02 22:30
7534,174,2021/10/02 23:25
6939,193,2021/10/03 1:11
9956,110,2021/10/03 2:36
8356,104,2021/10/03 4:17
4092,120,2021/10/03 5:29
4997,22,2021/10/03 7:14
3003,62,2021/10/03 9:01
9740,51,2021/10/03 9:05
4368,153,2021/10/03 10:10
9276,162,2021/10/03 11:37
3201,10,2021/10/03 12:05
9380,47,2021/10/03 12:46
3364,155,2021/10/03 12:49
9696,92,2021/10/03 13:07
6641,98,2021/10/03 13:07
9792,87,2021/10/03 13:09
3868,50,2021/10/03 14:56
9370,11,2021/10/03 15:29
6325,84,2021/10/03 16:17
2778,57,2021/10/03 17:11
9681,15,2021/10/03 18:12
8715,76,2021/10/03 19:11
2666,121,2021/10/03 20:01
5537,28,2021/10/03 20:19
3006,173,2021/10/03 21:34
8011,197,2021/10/03 22:55
6122,49,2021/10/03 23:29
3686,71,2021/10/03 23:58
3755,5,2021/10/04 0:56
6050,80,2021/10/04 1:16
4735,100,2021/10/04 2:40
2349,17,2021/10/04 4:06
9591,64,2021/10/04 4:20
8916,176,2021/10/04 4:59
9970,125,2021/10/04 5:51
2072,130,2021/10/04 6:10
7589,191,2021/10/04 8:00
6808,149,2021/10/04 8:12
3801,173,2021/10/04 8:36
7502,58,2021/10/04 10:24
3798,19,2021/10/04 11:14
6235,10,2021/10/04 12:13
8131,1,2021/10/04 12:27
1198,47,2021/10/04 13:50
3184,62,2021/10/04 15:48
2997,192,2021/10/04 17:34
3666,155,2021/10/04 18:22
5958,47,2021/10/04 18:57
3228,76,2021/10/04 20:04
2335,180,2021/10/04 20:08
1589,125,2021/10/04 21:59
5595,160,2021/10/04 23:10
1183,9,2021/10/04 23:51
1655,188,2021/10/05 1:51
4030,173,2021/10/05 2:27
5385,69,2021/10/05 4:10
9015,32,2021/10/05 5:58
4577,124,2021/10/05 6:22
6309,168,2021/10/05 7:20
5710,200,2021/10/05 8:23
9436,74,2021/10/05 10:07
7063,93,2021/10/05 11:28
6841,21,2021/10/05 11:36
1259,155,2021/10/05 13:17
4651,193,2021/10/05 13:22
5261,53,2021/10/05 14:31
4385,155,2021/09/05 7:11
6068,86,2021/09/05 8:20
3236,97,2021/09/05 9:44
9550,16,2021/09/05 10:03
1101,175,2021/09/05 11:35
2958,57,2021/09/05 11:48
6903,71,2021/09/05 12:52
7476,78,2021/09/05 14:10
7354,200,2021/09/05 16:09
1378,30,2021/09/05 17:51
4642,186,2021/09/05 18:53
1559,40,2021/09/05 19:48
8406,65,2021/09/05 21:15
6749,161,2021/09/05 22:46
1856,197,2021/09/05 23:53
7958,151,2021/09/06 0:09
4330,133,2021/09/06 0:27
7493,177,2021/09/06 0:56
9407,87,2021/09/06 2:05
3693,116,2021/09/06 3:43
8766,80,2021/09/06 4:57
6010,123,2021/09/06 6:28
3837,193,2021/09/06 7:02
3494,75,2021/09/06 9:02
8245,188,2021/09/06 9:26
8367,146,2021/09/06 10:28
6958,197,2021/09/06 11:13
7110,118,2021/09/06 11:18
8174,82,2021/09/06 12:29
9939,76,2021/09/06 14:09
8176,100,2021/09/06 16:06
9847,158,2021/09/06 17:56
7487,61,2021/09/06 19:09
7741,8,2021/09/06 19:53
7312,165,2021/09/06 20:52
6709,32,2021/09/06 22:44
2671,95,2021/09/06 23:54
2595,3,2021/06/19 12:52
1961,149,2021/06/19 14:35
1401,199,2021/06/19 16:14
1039,39,2021/06/19 17:28
3470,196,2021/06/19 18:22
2864,50,2021/06/19 20:08
8514,185,2021/06/19 21:55
7231,118,2021/06/19 22:29
8967,95,2021/06/19 23:41
3913,104,2021/06/20 0:39
5463,50,2021/04/10 8:07
9182,94,2021/04/10 9:36
2652,42,2021/04/10 10:09
6411,76,2021/04/10 12:06
8023,32,2021/04/10 12:30
1839,64,2021/04/10 13:29
6074,156,2021/04/10 14:48
5779,139,2021/04/10 15:37
9912,176,2021/04/10 16:31
6166,64,2021/04/10 17:58
4903,117,2021/04/10 19:10
4276,171,2021/04/10 20:52
9036,83,2021/04/10 22:27
6702,136,2021/04/11 0:18
7359,177,2021/04/11 0:31
4940,171,2021/04/11 2:15
1530,177,2021/04/11 4:04
1593,5,2021/04/11 4:48
6877,178,2021/04/11 5:25
5160,31,2021/04/11 5:30
9562,108,2021/09/21 17:48
6420,198,2021/09/21 18:24
8973,99,2021/09/21 19:20
3492,42,2021/09/21 21:03
5438,41,2021/09/21 22:05
1193,54,2021/09/21 23:10
9647,179,2021/09/22 0:56
8819,43,2021/09/22 1:40
9549,168,2021/09/22 3:05
2597,48,2021/09/22 3:08
1250,98,2021/09/22 3:58
6947,141,2021/09/22 5:25
7865,81,2021/09/22 7:25
8332,146,2021/09/22 9:05
2007,186,2021/09/22 9:40
7129,65,2021/09/22 10:56
2392,64,2021/09/22 11:24
3696,136,2021/09/22 11:41
9387,151,2021/09/22 12:19
5743,133,2021/09/22 13:42
9626,16,2021/09/22 15:42
7413,62,2021/09/22 16:45
6778,131,2021/09/22 18:22
5336,102,2021/09/22 19:35
3663,142,2021/09/22 21:03
3823,43,2021/09/22 22:09
8438,10,2021/09/22 22:10
2420,149,2021/09/22 22:50
8280,20,2021/09/22 23:37
7604,51,2021/09/23 1:11
1609,187,2021/09/23 2:51
3381,20,2021/09/23 4:21
4527,48,2021/09/23 4:40
2552,18,2021/09/23 5:03
5044,68,2021/09/23 5:08
7947,6,2021/09/23 7:04
5858,95,2021/09/23 8:38
4998,171,2021/09/23 10:31
7928,18,2021/09/23 10:48
4296,81,2021/09/23 11:38
1499,3,2021/09/23 11:56
3699,12,2021/09/23 12:35
7695,190,2021/09/23 13:44
8111,101,2021/09/23 13:49
6793,168,2021/09/23 15:21
9622,77,2021/09/23 15:48
2601,90,2021/09/23 16:21
3148,127,2021/09/23 17:41
2950,22,2021/09/23 18:09
1161,153,2021/09/23 19:58
7110,138,2021/09/23 20:29
4932,89,2021/09/23 21:04
4683,141,2021/09/23 21:22
7317,72,2021/09/23 22:17
8773,133,2021/09/23 22:19
2490,3,2021/09/24 0:17
5515,192,2021/09/24 0:39
2604,144,2021/09/24 1:57
2564,72,2021/09/24 3:10
5143,164,2021/09/24 4:16
6286,145,2021/09/24 5:56
8688,186,2021/09/24 7:34
6783,103,2021/09/24 8:10
3687,72,2021/09/24 9:03
2405,93,2021/09/24 9:23
6444,82,2021/09/24 11:18
8446,167,2021/09/24 11:34
7268,100,2021/09/24 12:03
5708,128,2021/09/24 13:48
3626,120,2021/09/24 15:25
7984,177,2021/09/24 15:49
8565,6,2021/09/24 15:59
9734,56,2021/09/24 16:28
5825,98,2021/09/24 16:57
6743,156,2021/09/24 18:21
5130,116,2021/09/24 19:53
8905,145,2021/09/24 21:35
6916,118,2021/09/24 22:15
3676,194,2021/09/24 22:41
8580,34,2021/09/25 0:10
7671,154,2021/09/25 1:55
1763,94,2021/09/25 2:20
2078,10,2021/08/06 4:50
7497,39,2021/08/06 5:48
6546,160,2021/08/06 7:17
9919,25,2021/08/06 8:48
4983,12,2021/08/06 9:01
2098,26,2021/08/06 10:54
8520,81,2021/08/06 11:31
8710,93,2021/08/06 12:15
5098,106,2021/08/06 13:44
6741,137,2021/08/06 15:06
8912,150,2021/08/06 15:38
6028,82,2021/08/06 15:45
1107,133,2021/08/06 16:33
3670,78,2021/08/06 17:32
5578,150,2021/08/06 19:14
1015,70,2021/08/06 19:48
7181,126,2021/08/06 20:01
2386,147,2021/08/06 21:13
1280,40,2021/08/06 22:47
7015,75,2021/08/07 0:30
3788,91,2021/08/07 1:34
8395,175,2021/08/07 2:36
9932,164,2021/08/07 3:19
1854,70,2021/08/07 4:04
5251,97,2021/08/07 4:20
3968,58,2021/08/07 5:59
8958,138,2021/08/07 7:04
5529,171,2021/08/07 7:13
1465,131,2021/08/07 9:08
1748,119,2021/08/07 10:56
7291,125,2021/11/12 4:17
9753,16,2021/11/12 5:17
2880,128,2021/11/12 5:26
6307,173,2021/11/12 5:27
4222,96,2021/11/12 7:09
1017,160,2021/11/12 7:37
5317,127,2021/11/12 7:59
7873,176,2021/11/12 8:06
6337,66,2021/11/12 9:55
8391,139,2021/11/12 11:13
6850,34,2021/11/12 11:56
1268,5,2021/11/12 12:53
6611,177,2021/11/12 13:00
5125,138,2021/11/12 13:44
8773,188,2021/11/12 15:02
8619,193,2021/11/12 17:01
7309,133,2021/11/12 17:27
6153,124,2021/11/12 19:14
4590,130,2021/11/12 20:48
3808,107,2021/11/12 21:51
1323,5,2021/11/12 22:59
5157,23,2021/11/11 16:59
8338,50,2021/11/11 17:42
5108,140,2021/11/11 18:48
3962,106,2021/11/11 20:35
2979,26,2021/11/11 21:02
5604,140,2021/11/11 22:13
6205,46,2021/11/12 0:10
9422,54,2021/11/12 1:08
9824,156,2021/11/12 1:49
4471,43,2021/11/12 3:24
9710,198,2021/11/12 3:59
6718,108,2021/11/12 4:13
6168,33,2021/11/12 5:44
1107,200,2021/11/12 6:21
3724,127,2021/11/12 6:53
2670,60,2021/11/12 8:41
7362,121,2021/11/12 10:03
6719,64,2021/11/12 10:41
4184,78,2021/11/12 11:32
4574,158,2021/11/12 13:20
7976,103,2021/11/12 14:15
4557,92,2021/11/12 15:54
4194,109,2021/11/12 16:30
3797,31,2021/11/12 17:43
6496,5,2021/11/12 19:21
3166,167,2021/11/12 19:52
6118,131,2021/11/12 21:32
5302,95,2021/11/12 22:47
8371,132,2021/11/12 23:15
8580,195,2021/11/13 0:23
7092,180,2021/11/13 1:13
1094,9,2021/11/13 2:39
4546,64,2021/11/13 3:34
2859,163,2021/11/13 4:11
4496,173,2021/11/13 5:57
6632,43,2021/11/13 6:24
7344,28,2021/11/13 6:56
9789,177,2021/11/13 8:39
4485,30,2021/11/13 9:11
1143,152,2021/11/13 9:48
2348,10,2021/11/13 10:29
1299,65,2021/11/13 10:50
4618,70,2021/11/13 12:29
8279,29,2021/11/13 14:23
4146,155,2021/11/13 15:18
5229,145,2021/11/13 15:35
7668,155,2021/11/13 17:27
9757,86,2021/11/13 19:10
1003,52,2021/11/13 20:51
3651,10,2021/11/13 21:25
3310,77,2021/11/13 21:28
6446,156,2021/11/13 22:09
6077,106,2021/11/13 23:27
9640,71,2021/11/14 0:16
9089,3,2021/11/14 0:45
2287,19,2021/11/14 1:49
2695,50,2021/11/14 2:58
8759,107,2021/11/14 3:05
8659,49,2021/11/14 3:38
9251,28,2021/11/14 4:12
4191,172,2021/11/14 4:52
6441,47,2021/11/14 5:47
8943,170,2021/11/14 6:49
2752,138,2021/11/14 6:54
7514,97,2021/11/14 6:55
9045,93,2021/11/14 7:24
1968,154,2021/11/14 7:38
3776,3,2021/11/14 9:23
4488,24,2021/11/14 9:30
8424,124,2021/11/14 9:31
9978,200,2021/11/14 10:54
8850,181,2021/11/14 12:42
5792,153,2021/11/14 13:51
6192,40,2021/11/14 15:27
6296,141,2021/11/14 15:49
2758,44,2021/11/14 15:52
7691,57,2021/11/14 16:42
6964,150,2021/11/14 18:34
3915,80,2021/11/14 18:42
2510,40,2021/11/14 20:07
1776,164,2021/11/14 20:25
5545,98,2021/11/14 21:18
6740,10,2021/11/14 23:18
2905,77,2021/11/14 23:21
8522,90,2021/11/15 0:55
9034,100,2021/11/15 1:45
9594,45,2021/11/15 3:40
3691,154,2021/11/15 5:19
7804,126,2021/11/15 5:54
5239,156,2021/11/15 5:59
3319,71,2021/11/15 7:55
9359,126,2021/11/15 9:35
4350,68,2021/11/15 9:40
1935,162,2021/11/15 11:11
5634,35,2021/11/15 12:56
4890,144,2021/11/15 13:55
2716,134,2021/03/05 23:19
3070,33,2021/03/06 0:34
7122,99,2021/03/06 1:44
4899,75,2021/03/06 3:30
8137,164,2021/03/06 4:15
5723,31,2021/03/06 5:23
5417,144,2021/03/06 6:57
6430,28,2021/03/06 7:34
6780,173,2021/03/06 7:38
8578,46,2021/03/06 9:36
7341,166,2021/03/06 10:15
6865,85,2021/03/06 11:13
8175,131,2021/03/06 11:58
6367,105,2021/03/06 13:55
5450,96,2021/03/06 15:23
4028,191,2021/03/06 17:09
4077,28,2021/03/06 18:51
2015,73,2021/03/06 20:11
3543,127,2021/03/06 22:05
5960,140,2021/03/06 22:17
9990,146,2021/03/06 23:14
1610,17,2021/03/07 0:14
3866,195,2021/03/07 1:41
3910,63,2021/03/07 1:49
8922,42,2021/03/07 3:46
4578,81,2021/03/07 4:03
3490,90,2021/03/07 4:48
8897,5,2021/03/07 5:01
1464,1,2021/03/07 5:59
7134,113,2021/03/07 7:15
2295,139,2021/03/07 8:25
5881,134,2021/03/07 8:45
7514,117,2021/03/07 10:44
1910,13,2021/03/07 11:51
4663,62,2021/03/07 13:25
2497,73,2021/03/07 13:47
5512,192,2021/05/21 11:24
9644,197,2021/05/21 11:39
7832,51,2021/05/21 12:40
1184,188,2021/05/21 13:08
3115,181,2021/05/21 13:59
8580,84,2021/05/21 14:00
7278,1,2021/05/21 15:27
6729,53,2021/05/21 17:11
7698,192,2021/05/21 18:28
3943,86,2021/05/21 20:15
5793,34,2021/05/21 20:23
7594,142,2021/05/21 22:17
1805,91,2021/05/22 0:09
6292,137,2021/05/22 0:56
7752,119,2021/05/22 1:02
6459,121,2021/05/22 2:06
5172,78,2021/05/22 3:17
7485,137,2021/05/22 4:52
7587,193,2021/05/22 5:36
2849,156,2021/05/22 5:52
3301,52,2021/05/22 6:53
1767,14,2021/05/22 7:18
7249,37,2021/05/22 8:30
9833,183,2021/05/22 9:41
9865,163,2021/05/22 9:42
1527,199,2021/05/22 10:20
7749,161,2021/05/22 10:41
7926,162,2021/04/01 18:44
2956,90,2021/04/01 20:07
8897,146,2021/04/01 22:04
9488,42,2021/04/01 22:11
5027,41,2021/04/01 23:52
1600,197,2021/04/02 0:56
8232,176,2021/04/02 2:04
1946,82,2021/04/02 2:44
9462,85,2021/04/02 4:37
3868,161,2021/04/02 5:50
6628,122,2021/04/02 7:48
5599,68,2021/04/02 8:56
6037,60,2021/04/02 10:18
8392,189,2021/04/02 10:54
9279,114,2021/04/02 11:25
4355,156,2021/04/02 12:17
4418,191,2021/04/02 13:14
4570,100,2021/04/02 14:20
8356,82,2021/04/02 14:45
1703,62,2021/04/02 14:46
6956,12,2021/04/02 14:52
2492,69,2021/04/02 15:09
3304,137,2021/04/02 16:28
2391,10,2021/04/02 18:05
3621,163,2021/04/02 18:10
8446,149,2021/04/02 18:54
7949,148,2021/04/02 20:18
2269,196,2021/04/02 22:17
4938,122,2021/04/02 22:52
7487,137,2021/04/03 0:49
3095,20,2021/04/03 2:41
7160,118,2021/04/03 3:53
2667,195,2021/04/03 5:38
5288,195,2021/04/03 6:28
2989,73,2021/04/03 8:00
6784,123,2021/04/03 9:25
9359,35,2021/04/03 11:12
5917,81,2021/04/03 13:09
9792,128,2021/04/03 13:38
8733,135,2021/04/03 15:31
5912,11,2021/04/03 17:18
8408,59,2021/04/03 18:50
1753,75,2021/04/03 20:03
7040,56,2021/04/03 20:30
7518,17,2021/04/03 22:08
8871,140,2021/04/03 23:43
4583,156,2021/04/04 1:09
2673,131,2021/04/04 1:20
3105,171,2021/04/04 1:30
1550,132,2021/04/04 3:21
7090,112,2021/04/04 4:05
7932,139,2021/04/04 4:13
5448,27,2021/04/04 6:02
6902,13,2021/04/04 6:02
1810,88,2021/04/04 7:46
1894,194,2021/04/04 8:10
1535,20,2021/04/04 8:23
1682,113,2021/04/04 8:54
6629,175,2021/04/04 9:32
6435,198,2021/04/04 9:54
4702,85,2021/04/04 10:29
6378,158,2021/04/04 12:00
6272,27,2021/04/04 13:17
2600,61,2021/04/04 15:06
4391,49,2021/04/04 16:53
6881,40,2021/04/04 17:01
5452,77,2021/04/04 18:20
7339,61,2021/04/04 18:59
9268,142,2021/04/04 19:25
5230,53,2021/04/04 20:56
9944,74,2021/04/04 22:44
3889,15,2021/04/05 0:14
1889,45,2021/04/05 1:03
4351,49,2021/04/05 2:59
1210,110,2021/04/05 4:10
1278,166,2021/04/05 6:02
8579,30,2021/04/05 7:32
8917,199,2021/04/05 7:45
1322,48,2021/04/05 9:36
